	Microglia	Complement_Immunosuppressive	Neutrophil	Scavenger_Immunosuppressive	G2_M	IFN_Response	IL1B_CD83_TNF_Inflammatory	cDC	G1_S	Hypoxia	Inflammatory_microglia	HS_UPR	Macrophage	Monocyte
MARCO	0	0	0	0.001921748	8.4942E-05	3.20695E-05	0	0	0	0	7.14611E-05	6.49967E-05	9.64711E-05	0.001941337
MATK	0.000321138	0	0	0.000292425	0	0	0	5.53283E-05	0.000120894	0.000196547	0.00088803	0	0.000320005	3.94715E-05
MBP	0.001206795	0.000443637	0.001590949	0.000433013	6.62213E-05	0.00051376	0.000263415	0.000867462	3.05489E-05	0.001109747	0.001141641	0.000570174	0.001229802	0.000354936
MCEMP1	0	0	0.001686338	0	0.000189225	0	0	0	0	0	0	0	0	0.003654592
MCF2L	0.0030787	0.000121527	0	5.66949E-05	0	0.00010057	0.000104351	0	0	0.000131232	0.001329499	0.000568404	0	0
MCM10	0	0	0	0.000137488	0	0	0	0	0.005982559	0	0	0	0	0
MCM2	6.76025E-05	8.72746E-05	0	0.000117713	0	4.57261E-05	5.40749E-05	6.5834E-05	0.005401442	3.40399E-05	0.000143748	0	0.000115019	3.31746E-05
MCM3	0.000397801	0.000351975	0	0.000153552	0	0.000302322	9.0485E-05	0.000275154	0.005756791	0	0.000371864	9.46562E-05	0.000251392	0.000102175
MCM4	0.000150441	6.64627E-05	0	0.00030772	0	0	9.76193E-05	5.44049E-05	0.00638872	4.06936E-05	0.000137549	1.0331E-05	3.38233E-05	3.72344E-05
MCM5	0.000668076	0.000799597	0	0.000263655	0	0.000103128	0.00023807	0.001165865	0.004645168	0.000509712	0.000435932	3.28972E-05	3.32185E-05	0.000144751
MCM6	0.000250592	0.000249821	0	0.000366886	0	3.49743E-05	7.39497E-05	0.000160776	0.005981227	0	0.000188027	2.21213E-05	0.000120292	2.41306E-05
MCM7	0.000143497	0.000244405	9.86696E-05	0.000368541	0	0.000173767	3.27439E-05	0.000230274	0.006467374	4.59898E-05	0.000305231	0.00014083	1.79091E-05	0.000110453
MCM8	0.000269768	6.83329E-05	3.59214E-05	0.000230516	0.000529171	0	1.97115E-05	0.000417986	0.003704635	5.26505E-05	0.000163885	0.000116802	3.23334E-05	0.000274871
MCOLN1	0.000669559	0.000941248	0.000411888	0.000760793	2.16497E-05	7.31418E-05	0.000288643	4.7595E-05	4.07597E-05	0.000235066	0.000403722	0.001177388	0.001823591	0.000484889
MCOLN2	1.47298E-05	0.000185656	0	0	3.67954E-05	0.002454737	8.03648E-05	0.003881869	5.97762E-05	0	0	0	1.07135E-05	0
MCTP2	9.65102E-05	5.32367E-05	0.003188328	3.1153E-05	2.01284E-05	2.64081E-05	4.09206E-05	0	0	0	0	3.87306E-05	4.35291E-05	0.000703476
MCUB	0.00091737	0.000611148	0	0.000857196	0.000401321	0.001305326	0.00037081	0.000226937	0.000868279	0.001531666	8.0286E-05	8.35813E-05	0.00037775	0.001528285
MDFIC	0	0.000830235	0	0.00159196	0.000658989	0	0.000211677	0.000540296	0.000616758	0	0	0.000309268	0.001894845	0.000740576
MDK	3.35124E-05	0.000839931	0	0.00010914	0.000218683	0.001402658	0.000179062	2.93332E-05	0.000251965	0.000356311	2.08938E-05	0	0.000170226	0.000100969
MDM2	0.001296151	0.000168067	0.00091521	0.000147141	0.000186617	0.000841134	0.000459005	0.000101009	0.000112691	0.00095145	0.001482829	0.001010778	0.000595244	0.000437457
MDN1	0.000630789	0.000465004	0	0.000670462	9.06385E-05	0.000185761	0.00034151	0.000220255	0.000744455	6.86509E-05	0.000755752	0.000118168	0.000440112	0.000348436
ME1	0	0.000925049	0	0.002294642	3.2066E-05	0.000153915	1.53676E-05	5.32698E-06	0	5.38165E-05	0	0	0.000839802	0
ME2	0.000825991	0.000870306	0.000150419	0.003282928	0.000132539	0.000149625	6.38406E-05	6.09251E-05	0.00073194	0	0.000750976	0.000357127	0.001336759	0.000506368
MEFV	0	3.60692E-05	0.003790688	0.000337945	6.59278E-05	0.000697049	8.41992E-05	0.000223575	0	0	3.01694E-05	8.78752E-05	0	0.001653836
MEG3	0.000144734	0.000227798	0.000163973	3.9373E-05	5.45344E-05	0.000287005	0.000130514	2.75542E-05	2.28011E-05	0.000175842	0.000337559	0.000161134	6.69804E-05	0.000176869
MEGF9	9.47304E-05	0.000472509	0.006018363	0.000640407	9.60789E-05	9.2707E-05	7.43693E-05	0.000169279	0.000104097	7.88356E-05	0.000485881	0.000225225	0.000275756	0.002183436
MEIKIN	0	5.53125E-05	0	0.000937337	0.000925067	0	0.000105258	0.000308336	5.56446E-07	0.000619195	0	0	0	0.000240231
MELK	0	2.5935E-05	0	1.38094E-05	0.003384482	0.000213024	0	0	0.003953369	2.7747E-05	0	1.66287E-05	0	3.27015E-05
MELTF	0.00071765	0.000253817	0	0.000313935	0.000227247	0.00038181	0.000110339	0	0.000652103	0.000712352	0	0	0.001384197	0
MEPE	0.000566979	0.000215512	0	0.000467475	2.38547E-05	0	0.000266889	0	6.3552E-05	0.000136027	8.90781E-05	0.000317275	0	0
METRNL	0.000165295	0.001630566	0.000328164	0.001743886	0.000242969	0.000160094	0.001406414	0.001279281	0	0.002847486	0	0	0	0.001307296
METTL7B	0.000751532	0.000564349	0	2.55258E-05	0.000387223	0.000300115	0.000262411	0	2.80707E-05	0.00026868	0	7.52477E-05	0.000666912	6.34116E-06
MFGE8	0.000629752	0.000293587	8.32093E-05	0.000421968	0.000245223	0.0001842	0.000303802	2.34968E-05	0.000174868	8.7412E-05	0.000294631	0.000101466	0.000330133	0.000563915
MGAM	5.22763E-05	0	0.005788139	0.000537639	4.75196E-05	3.97658E-06	9.34211E-05	0	0.000100757	0.0001594	3.45834E-07	0	0	0.000330327
MGLL	0.00062229	0	0	0.000370973	3.60451E-05	0.000287647	1.67137E-05	0.000243597	2.89057E-05	0.000134093	0.000605047	0.000234806	0.003819809	4.95279E-05
MGP	0.000309278	1.60853E-05	4.04744E-05	0.000173218	6.33996E-06	0	0.000161789	0.000239146	1.50079E-05	0.000107959	2.86089E-05	0.000236753	0	0.000116894
MGST1	0	0	0	2.93162E-05	0.000115106	0	0.00010718	0.000419289	0.000616738	0.000207009	0	1.08305E-05	0.001659225	0.001611115
MGST3	0.001920461	0.000719857	0	0.000409543	0.000493194	0.000773087	0.000261348	0.000194117	0.000559809	0.000995684	0.000490626	0	0.002941494	0.000201992
MIAT	6.55982E-05	0.000145793	0.000634694	5.78932E-05	0.000125365	0.000138904	3.86861E-05	0.000151719	0	3.65047E-05	0.000274625	0.000207203	4.93465E-05	0.000312632
MID1IP1	0.000673016	0.000861721	0.001091634	6.31285E-05	6.14439E-05	0.000243087	0.000501824	0.000116357	9.51633E-05	0.00055298	0.000463966	0.001854168	0.000508425	0.000421976
MIDN	0.000632313	0.001062406	0.001368941	0.00079506	9.37672E-05	3.4898E-05	0.001584904	0.000976358	0	0.000276121	0.000718875	0.000527256	0.000250863	0.001022417
MIF	0.000528629	0.00076213	0	0.000508583	0.000284009	0.000157619	0.000145644	0.000488281	0.000810891	0.005864233	0.000115814	0.000420059	0.00021519	0.000623785
MIR155HG	0.000110126	0	0	0	0	0.000220093	0.001901642	0.000453617	0.000125927	0.00058794	0	0.000542684	0.000193235	3.51977E-05
MIR181A1HG	0	0.000599032	0	0.00056051	0.000108798	0.000198248	0.00031363	0.001383891	0.0002803	8.92151E-05	0.000587152	0.000240432	8.06983E-05	0.000771138
MIR210HG	0.000143586	9.831E-05	1.41639E-05	1.05191E-05	5.54513E-05	1.82696E-05	1.42171E-05	1.83908E-07	4.08646E-05	0.003907285	2.85323E-05	0	0	8.34501E-05
MIR222HG	0.000293022	0.000115661	0	0.000116439	5.95126E-05	0.000217593	0.001483442	2.26975E-05	7.05006E-05	0.000283187	0.001439116	0.000481994	8.16241E-06	0.000103607
MIR29B2CHG	0.001577762	0.000289677	0.001455658	0.000196164	0	0.0001456	0.000824285	3.74299E-05	0	0.000279036	0.001554805	0.00090613	1.17791E-05	0.000182631
MIR3142HG	0.000174227	2.46079E-05	0	0	0	0.000128103	0.000678823	0	5.421E-05	2.22095E-05	0.000380782	0.000476522	1.02602E-05	0
MIR3945HG	7.62132E-06	0.000228083	0.001178444	1.21632E-06	3.36313E-05	0.000708454	0.00126268	2.66534E-05	2.58173E-05	4.92315E-05	0.000516854	0.000403061	8.18678E-05	0.000729122
MIR4435-2HG	0.000204207	0	0.001038907	0.00071367	0.00034518	0	0.000325388	0.000373969	0.000516379	0.000317226	3.25331E-06	4.2683E-06	0.000226394	0.001343436
MIR503HG	0.000769094	0.000261645	0	8.57062E-05	0.000180584	9.60984E-05	0.000111075	0	1.97193E-05	0.000346377	0.000262719	0.00052757	0	4.24954E-05
MITF	0.000691849	0.000659691	0	0.000462523	0.000152623	0.00013358	0.000364735	9.16491E-06	0.000213229	0.00109474	0.000915787	0.000449713	0.001917473	0.000187524
MKI67	0	0	0	9.17283E-05	0.007895226	4.68688E-05	0	0	0.001548564	0	0	0	0	0
MLKL	0.000284626	0.000260892	0.00082193	0.000905223	0.000119243	0.001331269	0.000251843	2.33295E-05	0.000136309	0.000198081	0.000504886	0.002157914	0.000220677	0.00088502
MLPH	0	0	9.82978E-06	0	0	0.000114605	0	0	0	0.001751388	0	0	0.00193396	0
MME	0	0	0.005955522	5.06455E-05	4.87077E-05	0	0	0	0	0	0	0.000158006	0.000407933	0.000218679
MMP1	0	0	0	0.000254828	8.16149E-06	0	0	0	0	0.000350794	0	0	0	6.91516E-05
MMP12	0	0	0	7.31248E-05	6.43011E-05	9.27581E-07	0	4.95445E-05	0	0.000318439	0	0.000113755	0.000107474	1.51034E-05
MMP14	0.000406571	0.001097857	0	0.003279747	0.000170006	0.000240541	0.000263079	0	0.00023366	0.000941273	0.000482529	0	0.001033345	0.000197521
MMP19	0.00025522	0	0	0.001075115	0	0	0.001271404	0	0	0.000274122	4.47976E-05	0	0.000509851	0.00148552
MMP2	0.001130339	0.00158849	0	0.000687059	0	0.000399096	0.00058696	0	4.26899E-05	0	0.000172447	3.02445E-05	0.000932122	0
MMP25	0	0	0.006312028	0	0	0	7.64041E-06	0.000927627	0	0	5.5202E-05	1.05809E-05	0.000122706	0.000433289
MMP7	0	2.44817E-05	0	1.31047E-05	8.94546E-05	4.88583E-06	0.000327025	0.000133626	2.0404E-05	0.000160693	9.47101E-06	0	0	0
MMP8	0	0	0	0.000227617	1.04163E-05	0	0	0	0	0	0	0	0.000301631	0.000167863
MMP9	0	0	0.002367071	4.0775E-05	0	0	0	6.69812E-05	9.19062E-06	0	0	0	0.000688215	0.000451749
MMRN1	0.001332775	9.55457E-05	0	0	0.000106988	1.82973E-05	0.000115088	3.65311E-06	1.83669E-05	0	0.001138157	0	0	0
MMS22L	0.000284058	0.000302243	0.000177072	0.000435651	0	0.000140601	5.98278E-05	4.84041E-05	0.002891078	7.25966E-05	0.000406476	8.60253E-05	6.00922E-05	0.000120906
MND1	4.00573E-06	0	4.02228E-06	0	0.002175973	0	0	3.49679E-05	0.003746845	0	0	0	0	9.79499E-06
MOBP	0.000279517	3.06302E-07	0.000256695	0.000109918	1.0492E-05	0.000262663	5.49687E-05	3.33927E-05	0	0.000105626	0.000625497	0.000374665	0.000172929	2.65607E-05
MPC2	0.002388052	0.001811865	0	3.19496E-05	0.000252333	0.000340777	0.000377624	0.00035834	0.000539566	0.001845724	0.00065047	0.000297096	0.000456139	2.67632E-05
MPEG1	2.26381E-05	0.000670494	0.000149836	0.001491297	0	0.000327661	0.000173357	0.002090509	0	0	0.000816995	0	0.001091108	0.002495379
MPO	0	0	0	0	0	0	0	3.67002E-05	6.88153E-05	2.91596E-05	0	1.60274E-05	0.000389829	0.000387518
MPP1	0.001322789	0.000741021	0.000864814	0.001563266	7.71792E-05	0.000246314	0.00056943	0	0.000200203	0.001345988	0.00027688	0.000185256	0.002651004	0.000713208
MPP7	0	0	0.002105585	0	0.000125766	0	1.00482E-05	0.000338831	0	0	0	0	3.06164E-05	0.00136776
MRC1	0	0.001122394	0	0.00334138	0	0	0	0.000327403	0	0	0.001053097	9.64534E-05	8.27205E-05	0.000387608
MREG	9.5368E-05	3.72207E-05	0	3.07946E-05	4.90887E-05	6.54341E-05	1.43691E-05	0.000976536	4.15761E-06	0.000327524	4.02134E-05	1.38706E-05	0.000671057	5.34829E-05
MRO	0.000281329	0.001496239	0	0.001660721	3.61103E-05	0	2.68189E-05	0	0.000377445	0	0.000482435	0	0.000877555	0
MRPL18	0.000509075	0.000317703	4.4801E-05	0.000279792	0.000594135	0.000295967	0.000669859	0.000666413	0.00078501	0.000406097	0.000499258	0.007443668	0.000594328	0.000272643
MRPS6	0.000550001	0.000465053	0.000126715	0.000102809	0.000353167	7.08907E-05	0.000451974	0.000539547	0.000906779	0.001154132	7.00624E-05	0.00182586	0.000801382	0.00065695
MS4A3	0	0	0	0	0	0	0	8.52765E-05	0.000164591	0	0	0	0	7.09255E-05
MS4A4A	0.000717828	0.002902287	0	0.001109789	0.001116902	0.000744047	0.000215078	0	0	7.75782E-05	0.001001325	0.000528432	0.002343126	0.000279161
MS4A6A	0.000971224	0.003816216	0	0.000527921	0.000427668	0.000690907	0.000422511	0.00088036	0.000186703	0	0.000531602	0.00083741	0.001049616	0.000570772
MSLN	0.001655121	0.000543907	0	0	2.77417E-05	0.000195345	0.000173012	0.000247393	0	1.75975E-05	7.33728E-05	0.000416626	9.94613E-05	0
MSR1	0.001410211	0.002409988	0	0.001910269	0	0.000956609	0.000748003	0	5.93514E-05	0.001767247	0.000172027	0.000122714	0.001698182	0
MSRB1	0.000558685	0.000448516	0.004383686	0.000162065	0.000232874	0.000394842	3.43955E-05	0.000640423	0.000300551	6.39117E-05	0.000220155	4.44904E-05	0.000816773	0.000892606
MSX1	0.000114842	5.9957E-05	0.000155843	8.26719E-05	0	1.45654E-05	6.17539E-05	0.000203805	4.53072E-05	5.06749E-05	0.000578759	0.000545036	4.34719E-05	3.07136E-05
MT1E	0.000157839	0	0	0.000369413	9.02282E-05	0.000540224	3.98912E-05	0	2.53379E-06	0.002565428	0.000238493	0	0	0
MT1F	0.000175377	0.000129062	0	0.00094656	0.000145184	0.00018982	0	0	3.89265E-06	0.002614957	3.94135E-05	2.86057E-05	0	0.000220147
MT1G	1.84417E-05	0	0	0.00034961	1.63243E-05	5.6307E-05	0	0	0	0.002808264	0	0.000195063	0	0
MT1H	2.09826E-05	0	0	0.000318027	2.6951E-06	0	0	0	0	0.002179656	0	0.000367585	0	1.68673E-05
MT1M	0	0	0	0.000243137	0	0.000426591	0	0	0	0.00130119	4.00662E-06	9.54756E-05	0	0
MT1X	0.000206549	0	0	0.000439121	9.72011E-05	0.000191747	5.28549E-05	0	0	0.003196537	0.000138415	2.65267E-05	0	0
MT2A	0.00045526	9.42364E-06	0	0.00031322	0.000170085	0.001707373	0.000304011	0	6.50004E-06	0.002929855	0.000775958	0	0	1.48173E-05
MT3	0.000463906	0.000131358	7.71831E-05	1.3796E-05	6.98962E-06	0.000170529	0.000304648	0	9.65081E-05	0.002377017	0	0.000329297	1.00905E-05	0.000113884
MTFP1	6.97409E-05	0.000112496	0	0.000496571	8.33263E-05	6.60933E-05	2.89967E-05	6.50401E-05	0.001887817	0.002301885	4.98223E-05	0.000119588	0.000392137	0.000313479
MT-ND2	0.001774023	0.002400209	4.44266E-05	0.001257531	0.000165985	0.000152652	0.001358537	0.000656745	0.000458987	0.000278299	0.001592401	0.000556387	0.000803414	0.000925426
MT-ND6	0.000437978	0.000935081	0.000391248	0.000538755	0.000488414	0.000538391	0.000444109	0.000189058	0.000779381	0.000330339	0.001172725	0.00074725	0.00028603	0.000153163
MTRNR2L1	0.00026301	0.000600651	0.000329857	0.000687319	7.54544E-06	0	0.000313098	0.000504421	0.000213209	0.000332731	0.000809039	0.000191265	0.000100133	0.000294768
MTRNR2L12	0.001500001	0.000415518	0.000920994	0.000873866	6.94537E-05	0.000301086	0.001085791	0.000638703	0.000232436	0.000513011	0.001360022	0.001403051	6.64092E-05	0.00092762
MTRNR2L8	0.001073486	0.000374255	0.001127934	0.000580361	1.70914E-05	0.000204562	0.000888154	0.000582798	0.000253895	0.000337551	0.000979832	0.001780151	7.52809E-05	0.000703655
MTSS1	0.001346843	0.001392111	0	0.001341293	0	0.000410363	0.000163812	0	0	0.000723503	0.002197941	0.000440825	0.00052467	0.000487068
MTUS1	0.001551692	0.00117389	0	0.000238024	0.000502875	0.000239342	0.000559276	0	0	7.25643E-05	0.002249593	0.000342367	2.11562E-06	0
MX1	0.000382861	3.08446E-05	0	0.000153792	5.77891E-05	0.014195942	5.4667E-05	0.000171467	6.90161E-05	2.21556E-06	0.000104778	3.31277E-06	0.0001442	0
MX2	0.000339003	0.000161599	0.002740675	0.000459375	1.58158E-05	0.010299283	0.00037879	0.000262979	0	6.71547E-05	0.000163617	3.88976E-05	2.63248E-05	0.000790115
MXD1	5.96317E-05	0.000813976	0.005406647	0.000863344	1.38603E-05	4.37996E-05	0.000874309	0.000768578	7.37861E-05	0.000622959	6.50876E-06	0.001703695	0.000177235	0.001731656
MXD3	6.1177E-05	0.000104505	0.001059329	0	0.004052264	0.000237269	0	2.55062E-05	0.00035778	8.61294E-06	8.9296E-05	3.185E-05	4.50221E-05	0.000178127
MXI1	0	0.000314814	0.00066214	0.000165275	0	2.56988E-05	0	2.56642E-05	0	0.005390826	0.000432119	0.000652464	0.00033447	0.000404665
MYADM	0.000281859	0.000378654	0.001372481	0.000272542	8.25642E-05	0	0.001251884	0.001478141	0	0.001543569	0.001068976	0.000619889	0.00052619	0.00095592
MYBL1	4.36225E-05	2.22318E-05	4.92048E-05	5.03793E-05	0.000670688	0	2.26966E-07	0.000707476	0.002170568	7.96557E-06	0.000110809	1.07286E-05	7.01646E-05	0.000111951
MYBL2	0	0	0	4.01832E-05	0.001005013	0	0	0	0.005512729	0	0	0	0	1.30832E-05
MYC	0.000743972	0.000320952	0	0.000289337	6.1026E-05	0.000275926	0.00099493	9.07285E-05	0.000247488	0.000183783	0.000441022	0.000711208	8.32896E-05	0.000346277
MYCL	5.68586E-05	0	0	0	0.000202243	0.000106791	0	0.002838125	0	0	0.000884808	9.00947E-05	1.77681E-05	0.000317084
MYLIP	0.000365406	0.000771631	0.001278215	0.00017126	0.000103174	1.57701E-05	0.001101994	0.000293404	0	0.000518741	0.001400015	0.003163033	0.000429402	0.000532042
MYO1E	0.001812681	9.2393E-05	0	8.12449E-05	0	0.000259227	0.000145285	0.000208503	0.00015421	0.000983236	0.000790196	0.000234688	0.001535616	4.28615E-05
MYO1G	8.66977E-05	0.001016298	0.000206043	0.000541732	0.000128643	0.000298543	0.000109723	0.000654297	0	0.001880897	0	0	0.000101217	0.002564135
MYO5A	0.000145123	0.001620641	0.000525391	0.003479681	0.000249181	0.000218742	0.000434872	0.000157387	0.0002792	0.000181378	0.000303641	0.000268896	0.0013999	0.000324989
MYO9A	0.000443528	0.000671975	0	0.000840521	0.00023027	9.51685E-05	0.000252183	0.001232576	0.000193336	0.000629684	0.000523573	0.000332314	0.000545333	0.000407704
MYOZ2	0.0005607	0	0	0.000419846	0	4.36711E-05	0.000121607	0	3.85243E-06	1.0912E-05	0.000365433	0	1.92754E-05	0
N4BP2	0.00030127	0.000391045	0	0.000656473	0.000257994	0.000165345	0.000688115	0.001291489	0.000317948	0.000174201	0.00104671	0.000119622	0.000173887	0.000665528
NAAA	0.000802887	0.001225869	0	0.000125913	5.90205E-06	0.000353757	0.000161865	0.003511712	0.000326557	0	0.000432269	0.000198142	0.000632918	0.000960008
NABP1	0.000655606	0.000731932	0.003344989	0.000806525	9.95981E-06	0.000225439	0.001257378	0.001448048	0.000102017	0.000562653	0.001072101	0.001183945	0.000460038	0.000861554
NAF1	0.000609269	6.78225E-05	0	2.63822E-05	0	0.000114557	0.002003487	0.000423244	0	0	0.000204198	0.000537379	0.000235548	0.000554271
NAMPT	0.000180263	0.001259138	0.006536524	0.000697343	0.00010093	0.000367829	0.00248036	0.000661613	1.99286E-05	0.000851012	0.000289776	1.81156E-05	2.06335E-05	0.002669928
NASP	0.0006825	0.001179352	3.14246E-06	0.000461885	0.000210863	0.000673676	0.000617955	0.000475305	0.004638163	0.000119724	0.001179787	0.00078554	5.26236E-05	0.000267408
NAV1	0.000104573	0.000914731	0	0.001667303	0.000492149	0	0.000328947	0.001212769	0.000221086	0.00069393	0.000338956	0.000121915	0.00027389	0.000278533
NAV3	0.003040917	0	0	0	0	0.000128655	0.000264926	0	0	0	0.001314091	0.000149246	0	0
NBL1	0.001034304	0.00089537	0	0.000335787	4.54302E-05	0.000335947	0.000305854	0	0.000171199	0.000252842	0.001981256	0.000350356	0	0
NBPF14	0.000124366	0.000706056	0.00068922	0.000215662	0.000124218	0	0.000139591	0.000740866	0	0.000189921	0.000592593	0.000253231	0.000582748	0.000879407
NCAPD2	0.000235265	0.000232412	0.000113069	0.000433013	0.005105018	0.000104565	7.12605E-05	8.25768E-05	0.001204627	1.99668E-05	0.000352165	9.90921E-06	9.12491E-05	0.000215645
NCAPD3	0.000460759	0.00029526	0	0.000212775	0.001356087	0.000198085	0.000139234	0.000264546	0.002780711	0	0.000517512	0	0.0002817	0.000248965
NCAPG	0	0	0	1.75829E-05	0.005406951	0	5.12716E-06	0	0.003335728	1.70816E-05	0	3.0518E-05	0	8.71752E-06
NCAPG2	0.000109193	9.55962E-05	0	0.000175348	0.002844073	8.45844E-05	7.12276E-05	2.28931E-05	0.003147529	0.000106432	0.000180172	0.000154287	0	2.11426E-05
NCAPH	0	0	0	1.80723E-05	0.005131749	0.000127799	0	0.000133813	0.0027632	0	5.13946E-06	6.17141E-05	0	0
NCEH1	0.000523842	0.000823053	0	0.001410112	0.00041661	0.00019991	0.000113743	1.80989E-06	0.000223628	9.9788E-05	0.000124733	3.19372E-05	0.003217814	0.00062962
NCF1	0.00089431	0.000410068	0.00452724	1.42488E-06	6.31965E-05	0.00184686	0.000470406	0.000500815	0	0.003038409	0.000418393	0.000374247	4.37188E-05	0.000691915
NCF2	0.000576405	0.000235331	0.005046738	0.000533941	4.16604E-05	0.000190633	0.000132328	0.000206507	0	0.001560836	0.000316193	0.000365496	0.00144408	0.002900061
NCKAP5	0.000692696	0.001202507	0	0.000464384	0	1.3408E-05	0.000249655	0.000261526	0.000216764	0.000142797	0.000963466	0.000153327	0	0
NCOA7	0.000384934	0.000214439	0	9.37904E-05	7.8966E-05	0.002251885	0.001244525	0.000343856	0.000165349	1.73022E-05	0.001872288	0.000512987	0.000293028	0
NCS1	0.000592061	2.73357E-05	0	0.00051133	0.00012433	0.000211511	0.00011855	0	0.000633287	0.001597116	7.06837E-05	0	7.06301E-05	0.000379033
NDC80	0	0	0.000139253	0	0.005509145	7.47709E-05	0	3.7144E-05	0.002229076	0	0	0	0	0
NDRG1	1.92585E-05	0.000368114	0.000411638	0.000446767	0	0.000146008	0.00021111	0.000237993	0	0.005379633	7.21489E-05	0.000671061	2.20155E-05	0.001022856
NDRG2	0.001202932	0.000509012	0	0.000384072	9.18603E-05	0	0.000126748	0.001650635	0.000484525	1.98856E-05	0.001674704	0	0	2.18198E-05
NDUFA4L2	2.41363E-05	6.32565E-05	3.11542E-06	0.000269989	0.00018259	5.51994E-05	0	0.000460803	0	0.000259443	0.00019185	0.000245127	0	4.89384E-05
NDUFB2	0.001614834	0.001250777	0	0.000940017	0.000382761	0.000771783	0.000392787	0.000703529	0.000862514	0.000151173	0.000327844	0.000301747	0.001906434	0.000553082
NEAT1	0.001227885	0.001139044	0.001770249	0.001909915	0.000204893	5.32925E-05	0.001280934	0.000282753	0.000240219	0.000949072	0.00069651	0.001975618	0.000226785	0.001676031
NEB	0.000586028	0.000239778	1.00146E-05	9.40195E-05	0	7.60034E-05	0.000231845	0	0	0	0.00051207	0.000459276	6.03598E-05	8.21174E-05
NEBL	1.31385E-05	2.4929E-05	0	7.43363E-05	0	1.73996E-07	0	8.8492E-05	2.2071E-05	2.51193E-05	0.000226649	0	0	0.001125307
NEDD9	0.00084217	0.000507077	0.001287691	4.28126E-05	4.98426E-05	0	0.002718917	0.000441376	7.74587E-05	0.000260905	0.000922988	0	0	0.000524289
NEFH	0.000929101	0.000212691	0	0.000494487	0.000275279	7.01625E-05	2.72469E-05	0.000106712	0.000322304	0.000183394	0.000250555	0.000286672	0.000169707	0
NEK2	0	0	0	0	0.00722249	6.35641E-06	0	8.41834E-06	0	0	2.18795E-06	0	0	0
NES	0.000172295	0.000200559	8.56381E-05	0.000506369	2.69601E-05	0.000289289	0.00026853	6.34339E-05	0.000375402	0.000367426	0.000313779	0.000115177	0.000101563	0.000124186
NET1	0.000293823	6.63595E-05	0	0.000156717	0.00027841	6.58622E-05	0.000558756	0.002848556	0.000262401	0	0.001430968	4.24818E-05	0.000137849	1.15515E-05
NETO2	3.67499E-06	0	6.62188E-06	0.002042714	0.000654099	5.57994E-05	0.000256424	0.000279042	0.001624275	7.551E-05	3.73175E-05	0.000165573	0	0.000753444
NEU1	0.000634305	0.000774198	3.50467E-05	0.000886558	0.000464077	0.000243525	0.001269942	4.76465E-05	2.81532E-05	0.000183609	0.001054982	0.003639208	0.000844653	7.64565E-05
