	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2	Other Immune-2
CNN2	0.0006116	-0.00075487	-0.000524949	-0.000442491	-0.000146815	0.000227228	-0.000268897	7.71E-05	0.000236303	-0.000228989	0.001266136	-0.000548324	0.001365213	0.000419943	4.56E-06	-0.000139623	4.08E-05	7.44E-05
NLRC5	0.000912866	0.000265729	-0.000394162	4.86E-05	-0.000789485	-0.000121128	3.64E-05	-0.000253476	0.000205991	-0.000619104	0.000278446	-0.000313596	-8.79E-05	1.13E-05	-0.000150237	-0.000362068	4.86E-05	-0.000336025
IGKV1.9	-6.70E-05	-3.26E-05	-6.16E-05	-3.92E-05	-4.43E-05	-2.09E-05	-3.02E-05	-3.34E-05	-4.48E-05	-6.32E-05	-2.29E-05	-4.48E-05	-3.09E-05	-1.26E-05	-2.97E-05	0.002458143	-2.64E-05	-5.14E-05
ZNF101	0.000807638	-0.00014204	-0.00018566	1.60E-05	-0.000209448	-8.19E-05	-0.000116598	-0.000129524	-6.21E-06	-0.000661694	-0.000124388	-4.42E-05	-9.49E-05	0.000604934	-0.000142429	-7.75E-05	8.63E-05	-0.00023138
PKIA	-0.00025726	-0.000565172	0.001430211	-0.000279819	-0.000299719	0.000624093	-0.000306406	4.28E-05	-0.000284237	-0.000464529	-0.000309543	0.003220736	-0.000419369	0.000224308	-0.000335122	-0.00024355	-3.27E-05	-0.000304864
PCLAF	-0.000169879	2.12E-06	-0.000261854	-0.000141221	-0.000500772	-0.000187674	-0.000210227	-0.00025573	-5.44E-05	-0.000286934	-0.000188919	0.000407012	-0.000164576	0.007785254	-0.000106534	-0.000287152	-0.000122594	-0.000134016
CENPU	-0.000330418	-1.50E-06	-0.000290772	-0.000176042	-0.000675008	-0.00023908	-0.000237558	-0.000351796	-0.000194109	0.00043786	-5.50E-05	0.001166858	6.26E-05	0.007106832	-0.000242807	-0.000222109	-0.000177644	-3.71E-05
CD302	-0.000558228	2.56E-05	-0.000607484	0.001507317	-0.001029953	0.000169779	-0.000400362	-9.65E-05	0.00144127	0.000142991	0.000282301	-0.000525503	0.000222978	-0.000241276	0.000355792	-0.000333423	4.64E-06	-1.59E-05
IGHV2.5	-6.18E-05	-3.23E-05	-5.77E-05	-3.94E-05	-4.43E-05	-1.73E-05	-2.82E-05	-2.99E-05	-4.21E-05	-6.49E-05	-2.95E-05	-4.39E-05	-2.93E-05	-2.07E-05	-2.94E-05	0.002373699	-2.64E-05	-2.33E-05
IGHV1.24	-0.000102944	-4.02E-05	-8.48E-05	-3.05E-05	-5.42E-05	-2.82E-05	-3.76E-05	-3.32E-05	-5.69E-05	-0.000110671	-3.58E-05	-6.51E-05	-3.19E-05	3.88E-05	-3.07E-05	0.003236807	-1.77E-05	-0.000124713
CLIC5	0.000529003	-0.00014693	-0.000147302	-8.60E-05	-0.000189746	-9.88E-05	-8.33E-05	-9.25E-05	-8.93E-05	-0.000193683	-0.000104342	2.79E-05	-0.000143395	0.000152761	-9.80E-05	0.000113056	0.0008479	-0.000149106
SMCHD1	0.00088067	-0.000143966	1.50E-05	-0.0003411	-0.000649136	-0.000114297	-0.000360789	-0.0004314	-0.000439115	-3.47E-05	0.001668502	0.000168724	-0.000322598	0.000872531	-0.000211868	0.000273064	-5.44E-05	-0.00027875
B3GAT1	-0.000386067	0.000794675	0.000703206	-0.000301494	-0.00061676	-8.23E-05	0.002111905	-0.000347161	-0.000328998	-0.000560831	-0.000339401	0.000399896	-0.000425132	0.000228045	-0.000358597	-0.000455517	-0.000309163	-0.000411642
SIGLEC6	-0.000102415	-8.61E-05	-8.87E-05	-6.66E-05	-0.000148784	-6.25E-05	-6.15E-05	-6.93E-05	2.64E-05	-0.000134849	-0.000135525	-0.000101782	-7.71E-05	-0.000108374	-3.86E-05	8.04E-05	-0.000110243	0.015261149
TACSTD2	-6.56E-05	-0.000120342	-0.000105357	-0.000452617	-0.000187308	8.21E-06	-3.99E-06	-8.56E-05	0.000447489	0.00076987	1.77E-05	-8.71E-05	-6.33E-05	0.000189235	-8.87E-05	0.000143827	0.000324825	0.000597233
SSTR2	-0.000148134	-0.000334532	-9.50E-05	5.87E-06	-0.000320858	-0.000202802	-9.02E-05	-6.28E-05	-0.000163108	-0.000119179	-0.000132738	0.003469647	0.000162609	-6.18E-05	0.00045765	0.000728896	1.33E-05	2.87E-06
IGHV3.48	-0.000120032	-4.31E-05	-9.94E-05	-2.43E-05	-6.65E-05	-2.56E-05	-4.25E-05	-3.48E-05	-5.23E-05	-0.000179827	-3.77E-05	-5.74E-05	-3.96E-05	2.05E-05	-4.37E-05	0.003917076	-2.90E-05	-3.66E-06
PSD4	0.000785071	-0.000308627	-0.000358532	0.000239634	-0.000362491	-0.000133941	-0.000236287	-0.000219859	0.000400948	-0.000488136	0.000503307	-0.000217736	-0.000132406	0.000151923	-0.000197413	4.76E-05	-0.00019856	2.21E-05
F2R	0.000250003	0.000528694	0.00010322	-0.000235252	-0.000202846	0.000308588	-0.000428351	0.000487055	-0.000369723	-0.000824846	-0.000359781	8.60E-05	0.000398417	0.00029573	0.000602742	-0.000445474	0.000774506	-0.000397364
ATG16L2	-3.66E-06	-0.000241789	-0.000138511	0.000595493	-0.000433085	-0.000154857	-0.000197516	-0.000139269	0.000444558	-0.000544196	0.001687993	-0.000282541	-0.00019893	0.000180524	-6.47E-05	-0.000193032	2.08E-05	4.27E-05
SEL1L3	0.000474367	-0.000258158	-0.000494077	-0.000325834	-0.000673816	0.000847471	-0.000333534	0.000391112	0.000288872	-0.000312873	-0.000321954	-9.58E-07	-0.000264271	1.69E-05	-0.000268945	0.00359968	-3.00E-05	-0.000171045
BMX	-9.72E-05	-7.08E-05	-7.75E-05	1.64E-05	-0.000130107	-4.86E-05	-6.78E-05	-5.09E-05	-0.000195622	-0.000308467	0.001707887	-8.72E-05	-4.84E-05	3.79E-06	-9.73E-05	-8.80E-05	0.000586104	4.83E-05
TIPARP	2.77E-05	0.000298068	-0.000779366	-0.000480462	-0.00036478	0.000410391	-0.000210093	0.000920767	-0.000315335	0.002249209	-0.000583528	-0.00038413	0.000113881	-0.000246891	-3.73E-05	-0.000156127	0.000213517	0.000790395
ZBTB16	-0.000251388	0.000245511	0.000520898	2.61E-05	0.00012434	-0.000347322	0.000828088	-0.000376414	-0.000278038	0.000219549	0.000257871	-0.000566487	-0.000515957	-0.000176849	0.000680122	-0.000502121	0.000414078	7.22E-05
SLCO4C1	7.45E-06	-9.57E-05	-9.74E-05	-8.05E-06	-0.000116089	-6.32E-05	-6.55E-05	-6.34E-05	-0.000136226	-0.000302479	0.001653942	-8.59E-05	-3.86E-05	8.33E-05	-6.16E-05	-8.33E-05	-5.91E-05	0.000324233
RHOF	0.000798539	-0.000213025	-0.00012549	-0.000132753	-0.000271347	-0.000114765	-0.00013141	-0.000163783	7.46E-05	-0.000130957	-8.88E-05	-0.00015525	-0.00015949	0.00014356	-0.000117038	2.59E-05	-0.000108566	0.000187589
KRT81	0.000391497	-8.05E-05	-9.10E-05	-0.000105858	-0.000136577	-5.62E-05	-4.59E-05	-6.37E-05	-7.67E-05	8.07E-05	-6.59E-05	-6.60E-05	-6.95E-05	0.000258721	-4.72E-05	-0.000219491	-4.24E-05	9.84E-05
IL18	-0.000366887	-0.000348838	-0.000352641	0.001749316	-0.000602561	-0.000262799	-0.000267921	-0.000289773	0.000981419	0.000742545	-0.00027638	-0.000294318	-0.000249086	-0.000175509	-0.000224894	-0.000312219	-0.000227365	0.000614815
IGLV1.47	-6.39E-05	-3.02E-05	-6.21E-05	-4.22E-05	-4.53E-05	-2.14E-05	-2.76E-05	-1.50E-05	-3.55E-05	-5.39E-05	-3.01E-05	-4.65E-05	-2.79E-05	4.48E-06	-3.38E-05	0.002445252	-2.47E-05	-3.43E-05
NIPAL3	5.26E-05	0.000117127	-0.000414511	0.000160384	-0.000491627	0.000116924	0.002073347	-1.86E-05	-6.13E-05	-0.000761122	-0.00031733	-0.00029264	-1.01E-05	-6.48E-05	-0.000348806	-0.000210485	-8.84E-05	4.18E-05
GADD45G	-0.000248989	6.28E-05	0.001136865	-9.70E-05	0.000134328	-0.000198857	-0.000186884	-0.000326007	-0.000244393	0.000464013	-0.000267377	0.00041055	-0.000283976	-0.000105083	0.000447501	-0.000411582	0.000188953	-0.000227293
CAMK2N1	-0.000585681	0.000134324	0.000170224	-0.000402539	0.000649794	0.001178156	0.001727673	0.000157701	-0.000471555	-0.000667837	-0.000460614	0.00077083	-0.000386491	-0.000516106	-8.30E-05	-0.000536591	-0.000400565	-0.000531315
SMAD7	0.000676333	-0.000494004	-0.000229341	0.000355665	-0.000416943	-0.000340451	4.29E-05	-0.000387204	-9.79E-05	0.001076276	-0.000377904	-0.00027033	0.000186888	-0.000202315	2.90E-05	-0.000498128	3.58E-05	0.000643312
KCNN3	-0.000266071	0.000252938	-0.000182422	-9.86E-05	-0.00099094	-0.00026318	-8.58E-05	0.003064627	-0.000144032	-0.000485045	-0.000182715	-1.84E-05	-0.000146212	-0.000266793	-0.000200886	0.000707708	0.000711192	-0.000210039
SLC7A14	-0.000238027	-0.000431814	0.000725083	-0.000142867	-0.000390011	-0.000153824	0.001690345	-0.000134566	-0.000148984	-0.000262346	-0.000159334	0.000582124	-4.89E-05	-0.000228789	-0.000107098	-0.000206441	-0.000132833	-0.000209618
LIMD2	0.000630694	-0.000173517	-0.000167939	8.73E-05	-0.000374411	-0.000181501	-0.000201118	-0.000231329	0.000117725	-0.000204299	0.000441717	4.23E-05	3.70E-05	-0.000164053	-4.81E-05	-4.60E-05	-9.59E-05	-7.64E-05
SLC7A11	-0.00033143	0.00032397	-0.000349491	-0.000296017	-0.00012952	2.92E-05	-0.000170643	0.001419199	-0.000206115	-0.000150867	-0.000196738	0.000113214	0.000326959	-7.06E-05	0.000162465	-0.000101693	0.002042643	-0.000248807
COBL	-0.000344942	0.000303206	-0.000303543	-0.000253164	-0.000167661	0.000195936	0.002293943	0.00023926	-0.0002428	-0.000307238	-0.000249727	-0.000252027	-0.000353456	-4.09E-05	-0.000285284	-0.000322467	-0.000206634	-5.77E-05
IL17RA	-8.80E-05	-0.000476992	-0.000399806	0.001391194	-0.000467027	0.000121882	-0.00016681	-0.000261194	0.000967465	-0.001080471	0.001526281	-0.000468803	-0.000212028	3.80E-05	-0.000110193	-0.000457523	-1.40E-05	-0.000230193
SNRK	0.000612572	6.77E-05	6.52E-05	-0.000161155	-0.000577033	-0.000149336	-0.00034695	-0.000326069	-0.000176894	-0.000273565	0.000938571	0.000193335	-0.000157349	-7.16E-05	0.000492052	-0.000295367	0.000699018	-0.00015351
NFIA	-0.000673473	0.001567605	0.000169341	-5.48E-05	-0.001163012	-0.000252456	0.000273632	0.001685894	-0.000376318	-0.000898407	-0.000509085	0.001445513	-0.000281045	0.00059061	0.00050314	-0.000547714	0.000199029	-1.56E-05
DLGAP5	-0.00025688	-0.000379877	-0.000343817	-0.000190182	-0.000384986	-0.000234361	-0.000185798	-0.00015442	-0.000197869	-0.000191676	-0.000174536	-0.000503882	-0.000125164	0.010967887	-0.000166414	-0.00018642	-0.000116079	-0.000198367
CHRM3.AS2	0.000509533	-8.32E-05	-7.26E-05	-2.30E-05	-0.00011402	-6.20E-05	-7.27E-05	-9.44E-05	-9.47E-05	-0.00020189	-5.80E-05	-5.44E-05	-7.43E-05	-0.000163348	-4.74E-05	-8.47E-05	-4.96E-05	-9.52E-05
LINC02446	0.000476618	-9.22E-05	-7.71E-05	-1.66E-05	-0.000121356	-4.65E-05	-5.54E-05	-5.61E-05	-7.46E-05	-0.000192353	-6.00E-05	-7.27E-05	-5.24E-05	-2.97E-05	-6.43E-05	-9.30E-05	-4.81E-05	-6.04E-05
SERPINI1	-0.000253488	-0.000144995	-0.000356147	-0.000168364	-0.000394937	-0.000287794	0.0024006	-0.000311026	-0.000199218	-0.000427442	-0.000203426	-0.000132274	0.001533647	-0.000182083	8.52E-05	0.000703724	-0.000139709	-0.000222845
CEACAM6	-5.21E-05	-8.99E-05	-4.89E-05	2.25E-05	-4.40E-05	-2.80E-05	-3.48E-05	1.89E-05	2.95E-05	-0.000344156	0.000656993	-9.22E-05	-7.71E-05	0.000455907	-2.96E-05	-8.71E-05	-1.60E-05	0.001833479
MMRN2	-0.000143436	-0.000164164	-0.000139716	-8.42E-05	-0.000217448	-0.000142007	-0.000111471	-0.000102849	-7.94E-05	-0.000196808	-9.31E-05	-0.000132896	-0.00022991	-1.29E-05	-4.90E-05	-0.000154614	0.005908788	-0.000167581
PATL2	0.000573687	-0.000127257	-0.00014595	6.91E-05	-0.000215551	-7.54E-05	-3.75E-05	-9.24E-05	-4.68E-05	-0.000203816	6.75E-05	-0.000124566	-7.82E-05	-0.000171558	-8.31E-05	-6.58E-05	-7.51E-05	-0.000209222
ITGB2.AS1	0.000494694	-0.000216447	-0.00021719	0.000529365	-0.00033206	-0.000151533	-0.000166341	-0.000186701	0.00010722	-0.000217359	0.000345743	-0.000166354	-0.000144036	-0.000238581	-0.000144024	-9.62E-05	-0.000130328	-0.000113892
ARPC1B	0.00041058	-0.000475932	-0.000869841	0.000801971	-0.001142033	0.000462765	-0.000611058	-0.000586755	0.001785267	-0.000529033	0.000268224	-0.000733959	0.001024286	0.000415491	-3.37E-05	-0.000237455	0.000458972	0.0001178
IGLV2.11	-5.32E-05	-3.37E-05	-5.58E-05	-2.03E-05	-5.17E-05	-1.78E-05	-2.42E-05	-2.80E-05	-3.69E-05	-7.56E-05	-3.24E-05	-5.12E-05	-2.30E-05	6.18E-05	-3.64E-06	0.002161851	-1.06E-05	-9.23E-05
MRVI1	-0.00023466	-0.000267647	0.000103505	0.000277011	-0.00039086	-0.000212025	-0.000192497	0.00030952	0.000154624	-0.000658377	0.00048393	-0.000324348	-0.00022238	-3.53E-05	0.004395127	-0.000307887	-0.00012687	-0.000242665
KLF12	0.000307844	0.000408356	0.001036984	-0.000266859	-0.000704241	-0.000177615	-0.000334808	-0.000159744	-0.000367182	-0.000519935	-0.000358076	0.001267129	1.16E-05	0.000100808	0.000374577	-0.000223804	-4.64E-06	-0.000372328
IGLV1.44	-7.66E-05	-3.01E-05	-6.26E-05	-1.72E-05	-3.95E-05	-1.86E-05	-2.64E-05	-2.90E-05	-3.42E-05	-0.000104135	-2.41E-05	-4.13E-05	-3.07E-05	1.03E-05	-2.99E-05	0.002544649	-2.51E-05	-0.000123736
TRGC1	0.000573231	-0.000119981	-0.000117909	-9.41E-05	-0.000163939	-7.36E-05	-8.49E-05	-8.32E-05	-9.81E-05	-6.14E-05	-1.00E-06	-0.000131312	-9.40E-05	0.000150078	-6.55E-05	-0.000237535	1.88E-05	0.00011027
UCP2	0.000549012	-0.000376319	-0.00037826	0.00076546	-0.000466736	-0.000216997	-0.000252445	-0.000256155	0.001149125	-0.000729238	-0.000191028	-0.000151729	-0.000295817	0.000546251	-0.00022271	0.000104714	-0.000235975	0.00013656
DUSP16	0.000498335	0.000133276	-0.000103291	-0.000114396	-0.000475232	0.000244447	0.000383725	-0.000210797	-0.000330848	6.80E-06	-0.000273157	0.00036662	-0.000294782	0.000202819	-0.000104618	-0.000361716	-0.000137475	-1.86E-06
AC018647.1	-0.000223086	-0.000127482	-0.000275439	-0.000139967	-0.000335523	-0.000102933	0.002619388	-2.26E-05	-0.000159185	-0.000276552	-0.00015817	-0.000263167	-0.000201407	-0.000123735	-8.51E-06	-0.000208917	-0.000150811	-0.000169376
TLR7	-0.000314451	-0.000316138	-0.000339581	0.002356244	-0.000535694	-0.000201139	-0.000248076	-0.000281991	0.000709298	-0.000193575	-0.000294577	-0.000269746	-0.000234261	-0.00017003	-0.000220532	-0.000177738	-0.000202636	-0.000244103
WNT4	-0.000102975	-5.02E-05	-0.000111229	-9.36E-05	-0.000472064	-9.21E-06	-6.48E-05	-6.29E-06	-9.42E-05	1.23E-06	-7.56E-05	0.000525694	0.001515818	-0.00064604	0.001152191	0.000188913	0.000156224	-0.000118967
TPM2	-0.000278271	-0.000473975	-0.000264762	-0.000111141	0.000374601	0.000571906	-0.000308863	3.22E-05	-0.000179061	-0.000438092	-0.000264645	-0.000241144	0.002084551	-4.92E-05	0.003504102	-0.00027464	-0.00020323	-0.000259128
KIF14	-0.000259539	-0.000399404	-0.000261966	-0.000167562	-0.000355379	-0.000199945	-0.000191516	-0.000142905	-0.000148906	-0.00025359	-0.000126536	4.48E-05	-0.00019612	0.009940073	-0.000178492	-0.000245151	-0.000143675	-0.000220907
KCNE4	-0.00033395	-7.87E-05	-0.000390159	-0.00019037	0.000915157	0.001881271	-0.000277524	3.75E-05	-0.000260192	-0.000429188	-0.000239222	-0.000202016	-2.20E-05	-5.77E-05	0.001267371	-0.000271174	-3.53E-05	-0.000304075
IGHV3.33	-7.52E-05	-2.93E-05	-4.35E-05	-4.20E-05	-5.36E-05	-2.11E-05	-2.62E-05	-2.68E-05	-3.73E-05	-5.63E-05	-3.19E-05	-2.76E-05	-3.18E-05	-9.33E-06	-3.32E-05	0.002441961	-2.62E-05	-1.87E-05
CTSH	-0.000418298	-0.000614252	-0.000533115	0.001046637	-0.000787722	-0.00038197	-0.000401984	0.000554428	0.002156639	0.000282042	-0.000379659	-0.000471435	0.00072963	-0.000132446	-0.000406126	0.000752555	0.000110289	-0.000437859
SLC31A2	-0.000455716	-0.000445479	-0.000509929	0.000491399	-0.000572863	-0.000231668	0.00193709	-0.000392281	0.000909175	0.000417526	0.000483554	-0.000420592	-4.57E-05	-0.000196002	-0.000317321	-0.000339841	-0.000216774	-0.000409944
FAM30A	-5.38E-05	-8.32E-05	-0.000139871	-6.30E-05	-0.000150557	-6.41E-05	-7.47E-05	-8.41E-05	-2.30E-05	-0.000185976	-6.61E-05	-8.97E-05	-7.38E-05	-2.90E-05	-5.97E-05	0.004516601	-6.61E-05	0.000634038
EMILIN2	-0.000412279	0.000167786	-0.000428397	-0.000355746	-0.000378533	7.24E-06	0.000299617	-0.000334324	0.002583807	0.000244462	-0.000270796	-0.000346377	-7.86E-05	-0.000224178	0.000101092	-0.000503729	-0.000151154	0.001550227
PHACTR1	-0.000456198	-0.000454973	0.000240586	-0.000228661	-0.000673408	-0.000310354	0.00012487	-0.000143058	0.000120652	0.001936793	0.001329178	0.00039936	-9.62E-05	-0.00017389	4.84E-06	0.000302627	-2.03E-05	-0.000104299
PCOLCE2	-0.000271578	9.26E-05	2.73E-05	-9.07E-05	0.00277242	-0.000282355	-0.000228647	-2.43E-05	0.000128913	-0.00066556	-0.000175305	-0.000299072	-8.35E-05	-0.000195946	-0.000158252	-0.000285667	-0.000170959	-0.000217604
MIS18BP1	-5.52E-05	-0.000316975	-0.000426858	0.001140792	-0.00078922	-0.000121403	-0.000340666	-0.000270153	0.00048047	-0.000370452	-5.00E-05	7.27E-05	-0.000265501	0.003482583	-4.37E-05	0.000273288	0.000103913	-2.01E-07
PLPP3	-0.000632085	0.001065212	-2.50E-06	-0.000448191	9.56E-05	0.001169738	0.000634029	0.001208762	-0.000302374	-0.000608041	-0.00043797	-0.000822141	-0.000206771	-0.000475883	0.000102814	-0.000530522	0.000328313	-0.000563796
ANPEP	-0.000263401	-0.000354714	-0.000233931	-0.000493824	-0.000307678	0.000636514	-0.000191697	-0.000327165	0.001420488	-0.000356504	0.001612012	-0.000241394	0.000220768	-2.17E-05	0.000347474	-0.000260377	-5.63E-05	-5.54E-05
GALNT13	-0.000317068	-0.000812977	0.002931616	-0.000194456	-0.000511689	-9.41E-05	0.000503334	-0.00018068	-0.000200702	-0.00033941	-0.000228705	-0.000194817	-0.000230303	-1.32E-05	-0.000203561	-0.00029405	-0.000181317	-0.000225952
IGHV3.21	-9.47E-05	-2.03E-05	-8.59E-05	-2.18E-05	-7.28E-05	-2.05E-05	-3.93E-05	-4.28E-05	-4.90E-05	-0.000151913	-2.20E-05	-3.98E-05	-3.00E-05	-3.65E-05	-4.20E-05	0.0034032	-3.22E-05	-0.000121477
CPD	-0.000362936	-0.000127701	-0.000370355	-0.000335892	-0.000415854	0.001551999	0.000479201	0.000554909	7.34E-05	-0.000773199	0.001330325	-0.000299532	0.000394624	9.23E-05	-0.000339821	-0.000613716	0.000691508	-0.000516809
LAMC1	-0.000585039	0.000621683	-0.000591228	-0.000351521	0.000469599	0.001777364	-0.000472678	-6.48E-05	-0.000282254	-0.000801527	-0.000388587	-0.000399897	0.001335064	0.000248967	0.001832232	-3.84E-05	0.001298639	-0.000495838
HES5	-9.77E-05	-0.000230207	0.001193868	-4.81E-05	-0.000263898	-0.000100113	-0.000108623	7.58E-05	-0.000104943	-0.000122977	-7.62E-05	-0.000259882	-8.14E-05	0.000141357	-7.07E-05	0.00027602	-4.11E-05	-1.22E-05
QKI	-0.00126422	0.000696403	0.001195841	0.000650598	0.000224296	0.000213176	0.001335357	0.000495978	0.000124898	-0.000760682	-0.000426821	-0.001491772	-0.000134732	0.000112193	-0.000560214	-0.001000445	1.48E-05	-0.000547962
FUT9	-0.000280357	-0.000584573	0.001021089	-0.000188878	-0.000441463	-0.000221075	0.000405421	5.58E-06	-0.000187715	-0.000217958	-0.000194539	0.00325542	-0.000228553	0.000362426	-0.000171067	-0.000224002	-0.000172737	-0.000222182
NPPA	-0.000195313	0.000338402	0.000918744	-0.000122311	-0.00051489	-0.00020869	-0.00019027	-0.000319265	-0.00012947	-0.000171058	-0.000135261	0.002195031	-0.000104779	-0.000245726	-0.000145072	-0.000142762	-0.000122167	-0.000119627
MEGF9	-0.000421095	7.45E-06	0.000330378	-0.000159355	-0.000761051	-0.000164268	0.001268952	0.000168561	0.000305465	-0.000844192	0.00208243	6.67E-05	-7.62E-05	9.61E-05	-0.00017072	-0.000424697	-0.000321326	-0.00046558
HSPH1	4.69E-05	-5.81E-05	0.000161603	2.08E-05	-1.42E-05	0.000500285	-0.000179852	-0.000305074	-0.000285297	0.000793067	-0.00060726	-9.04E-05	0.000438524	0.000749962	-0.000344121	-0.000400207	-8.69E-05	6.17E-05
ZNF536	-0.000254153	-0.000257715	-0.000367029	-0.000170099	-0.00035222	-0.000139772	0.002494791	-0.000227789	-0.000175195	-0.000248903	-0.000183165	0.001521077	-0.000210558	-9.32E-05	-0.000176606	-0.000248479	-0.00014057	-0.000177379
AC136475.3	0.000520031	-0.000100892	-8.74E-05	-5.01E-05	-0.000144139	-6.61E-05	-8.22E-05	-8.49E-05	-0.000127362	-0.000115253	8.65E-05	-5.50E-05	-6.63E-05	-0.000170001	-7.01E-05	-6.65E-05	-6.29E-05	-0.000138911
LAG3	0.000673278	-0.00014324	-6.85E-05	-1.69E-06	-0.000215915	-9.90E-05	-0.000109733	-0.000104498	-9.13E-05	-0.000152256	-0.000121244	-0.000136508	-8.44E-05	0.000213315	-7.71E-05	-0.000171195	-7.94E-05	-0.000195656
AC008105.3	0.000468144	-0.000170217	-0.000195052	0.000208482	-0.000282043	-0.000101381	-0.000136326	-0.000154225	0.000547831	-0.000727986	0.000275754	-7.09E-05	-0.00010485	-0.000110034	-9.49E-05	6.87E-05	-9.66E-05	-2.43E-05
RNF213	0.001245001	-0.000237768	-0.000810184	0.000732521	-0.000888148	0.000210062	-6.69E-06	-0.000282314	0.000473259	-0.001020454	8.53E-05	-0.000666008	0.000104439	-0.000241164	-0.000252703	-0.000468708	5.25E-05	-0.000420306
IGHV3.74	-8.51E-05	-3.21E-05	-7.88E-05	-5.21E-05	-5.07E-05	-1.90E-05	-2.92E-05	-3.31E-05	-3.49E-06	-9.01E-05	-3.16E-05	-5.18E-05	-3.37E-05	1.26E-05	-1.09E-05	0.002713979	-1.04E-05	-0.000126255
MYCN	-0.000218553	-0.000230456	0.001577161	-0.000141768	-0.000206036	-0.000130774	-9.50E-05	-0.000342089	-0.000180627	-0.000258178	-0.000144501	0.001167283	-0.000201901	0.000353354	-0.000176745	3.73E-05	-4.85E-05	-0.000167933
PLXNA4	-0.000309061	0.00029584	3.69E-05	-0.000145181	0.00040352	0.001002107	-0.000316459	0.000551558	-0.000189783	-0.000653374	-0.000221746	0.001804535	-0.000358431	-0.000551891	-0.000309392	-0.000232395	-0.000247564	-0.000179413
APLP2	-0.001268064	0.000803912	-6.24E-05	0.000586699	0.000433276	0.001133775	-0.000646185	0.000115552	0.001325203	-0.000685735	0.000110688	-0.000670438	0.000252963	0.000501907	4.36E-05	-0.001197171	0.000563698	-0.000977429
ADAMTS9	-0.000364605	0.001080976	-0.000352932	-0.000168321	0.001394664	0.000822154	-0.000311966	-0.000738096	-0.000282965	-0.000571772	-0.00022262	-0.000289119	2.76E-05	0.000281865	0.000360927	-0.000336417	0.000713551	-0.00033449
NBL1	-0.000245761	-0.000457224	-0.000288744	0.000665	-0.000465322	0.000480757	-0.000285518	-0.000385895	-0.000410755	-0.000357523	-0.000265946	0.000262324	0.003917997	-4.02E-06	0.000593406	-0.000295605	9.79E-05	-0.00029251
PAG1	0.000418372	-0.000323214	0.000663945	0.000713386	-0.000384334	-0.000349431	-0.000340576	-0.000332581	-0.000200214	-0.000173083	0.000138432	0.000366328	-0.000307033	-3.89E-05	0.000251409	-0.000294989	-0.00034492	0.000722668
PLLP	-0.000298084	0.000206628	1.10E-05	-0.000215969	-0.000549185	-0.000221024	0.002628816	-0.000329802	-0.000198553	-0.00026773	-0.000216162	-0.000394861	-0.000199514	2.77E-05	-0.000259403	-0.000305722	0.000771107	-0.000254871
NNAT	-8.77E-05	0.000101351	0.000211549	-6.25E-05	-0.000158285	-2.01E-05	-2.15E-05	4.52E-05	-4.43E-05	-4.63E-05	-5.62E-05	0.000534327	0.000110831	6.44E-06	0.000116656	-0.000141701	1.01E-05	-4.26E-05
LYST	0.000144584	-0.00012115	-0.000492663	0.000117157	-0.000146134	0.000698105	-0.000226755	-8.53E-05	3.05E-05	-0.000616812	0.001158556	0.001001394	0.000113285	-0.000307014	-0.000201204	-0.000402574	-5.36E-05	0.000393674
PGLYRP1	-8.07E-05	-7.74E-05	-7.13E-05	3.58E-05	-0.000126963	-4.41E-05	-6.03E-05	-3.11E-05	-0.000172791	-0.000341372	0.001796192	-9.19E-05	-6.09E-05	8.05E-05	-4.59E-05	-8.02E-05	-4.68E-05	0.000396132
